lat,lon,2020-01-22 00:00:00,Date,Value
28.0339,1.6596,0,2020-01-24 00:00:00,0
42.5063,1.5218,0,2020-01-24 00:00:00,0
-11.2027,17.8739,0,2020-01-24 00:00:00,0
17.0608,-61.7964,0,2020-01-24 00:00:00,0
-38.4161,-63.6167,0,2020-01-24 00:00:00,0
40.0691,45.0382,0,2020-01-24 00:00:00,0
-35.4735,149.0124,0,2020-01-24 00:00:00,0
-33.8688,151.2093,0,2020-01-24 00:00:00,0
-12.4634,130.8456,0,2020-01-24 00:00:00,0
-28.0167,153.4,0,2020-01-24 00:00:00,0
-34.9285,138.6007,0,2020-01-24 00:00:00,0
-41.4545,145.9707,0,2020-01-24 00:00:00,0
-37.8136,144.9631,0,2020-01-24 00:00:00,0
-31.9505,115.8605,0,2020-01-24 00:00:00,0
47.5162,14.5501,0,2020-01-24 00:00:00,0
40.1431,47.5769,0,2020-01-24 00:00:00,0
25.0343,-77.3963,0,2020-01-24 00:00:00,0
26.0275,50.55,0,2020-01-24 00:00:00,0
23.685,90.3563,0,2020-01-24 00:00:00,0
13.1939,-59.5432,0,2020-01-24 00:00:00,0
53.7098,27.9534,0,2020-01-24 00:00:00,0
50.8333,4.0,0,2020-01-24 00:00:00,0
9.3077,2.3158,0,2020-01-24 00:00:00,0
27.5142,90.4336,0,2020-01-24 00:00:00,0
-16.2902,-63.5887,0,2020-01-24 00:00:00,0
43.9159,17.6791,0,2020-01-24 00:00:00,0
-14.235,-51.9253,0,2020-01-24 00:00:00,0
4.5353,114.7277,0,2020-01-24 00:00:00,0
42.7339,25.4858,0,2020-01-24 00:00:00,0
12.2383,-1.5616,0,2020-01-24 00:00:00,0
16.5388,-23.0418,0,2020-01-24 00:00:00,0
11.55,104.9167,0,2020-01-24 00:00:00,0
3.848,11.5021,0,2020-01-24 00:00:00,0
53.9333,-116.5765,0,2020-01-24 00:00:00,0
49.2827,-123.1207,0,2020-01-24 00:00:00,0
53.7609,-98.8139,0,2020-01-24 00:00:00,0
46.5653,-66.4619,0,2020-01-24 00:00:00,0
53.1355,-57.6604,0,2020-01-24 00:00:00,0
44.682,-63.7443,0,2020-01-24 00:00:00,0
51.2538,-85.3232,0,2020-01-24 00:00:00,0
46.5107,-63.4168,0,2020-01-24 00:00:00,0
52.9399,-73.5491,0,2020-01-24 00:00:00,0
52.9399,-106.4509,0,2020-01-24 00:00:00,0
6.6111,20.9394,0,2020-01-24 00:00:00,0
15.4542,18.7322,0,2020-01-24 00:00:00,0
-35.6751,-71.543,0,2020-01-24 00:00:00,0
31.8257,117.2264,1,2020-01-24 00:00:00,15
40.1824,116.4142,14,2020-01-24 00:00:00,36
30.0572,107.874,6,2020-01-24 00:00:00,27
26.0789,117.9874,1,2020-01-24 00:00:00,10
37.8099,101.0583,0,2020-01-24 00:00:00,2
23.3417,113.4244,26,2020-01-24 00:00:00,53
23.8298,108.7881,2,2020-01-24 00:00:00,23
26.8154,106.8748,1,2020-01-24 00:00:00,3
19.1959,109.7453,4,2020-01-24 00:00:00,8
39.549,116.1306,1,2020-01-24 00:00:00,2
47.862,127.7615,0,2020-01-24 00:00:00,4
33.882,113.614,5,2020-01-24 00:00:00,9
22.3,114.2,0,2020-01-24 00:00:00,2
30.9756,112.2707,444,2020-01-24 00:00:00,549
27.6104,111.7088,4,2020-01-24 00:00:00,24
44.0935,113.9448,0,2020-01-24 00:00:00,1
32.9711,119.455,1,2020-01-24 00:00:00,9
27.614,115.7221,2,2020-01-24 00:00:00,18
43.6661,126.1923,0,2020-01-24 00:00:00,3
41.2956,122.6085,2,2020-01-24 00:00:00,4
22.1667,113.55,1,2020-01-24 00:00:00,2
37.2692,106.1655,1,2020-01-24 00:00:00,2
35.7452,95.9956,0,2020-01-24 00:00:00,0
35.1917,108.8701,0,2020-01-24 00:00:00,5
36.3427,118.1498,2,2020-01-24 00:00:00,15
31.202,121.4491,9,2020-01-24 00:00:00,20
37.5777,112.2922,1,2020-01-24 00:00:00,1
30.6171,102.7103,5,2020-01-24 00:00:00,15
39.3054,117.323,4,2020-01-24 00:00:00,8
31.6927,88.0924,0,2020-01-24 00:00:00,0
41.1129,85.2401,0,2020-01-24 00:00:00,2
24.974,101.487,1,2020-01-24 00:00:00,5
29.1832,120.0934,10,2020-01-24 00:00:00,43
4.5709,-74.2973,0,2020-01-24 00:00:00,0
-4.0383,21.7587,0,2020-01-24 00:00:00,0
-4.0383,21.7587,0,2020-01-24 00:00:00,0
9.7489,-83.7534,0,2020-01-24 00:00:00,0
7.54,-5.5471,0,2020-01-24 00:00:00,0
45.1,15.2,0,2020-01-24 00:00:00,0
0.0,0.0,0,2020-01-24 00:00:00,0
22.0,-80.0,0,2020-01-24 00:00:00,0
35.1264,33.4299,0,2020-01-24 00:00:00,0
49.8175,15.473,0,2020-01-24 00:00:00,0
61.8926,-6.9118,0,2020-01-24 00:00:00,0
71.7069,-42.6043,0,2020-01-24 00:00:00,0
56.2639,9.5018,0,2020-01-24 00:00:00,0
11.8251,42.5903,0,2020-01-24 00:00:00,0
18.7357,-70.1627,0,2020-01-24 00:00:00,0
-1.8312,-78.1834,0,2020-01-24 00:00:00,0
26.0,30.0,0,2020-01-24 00:00:00,0
13.7942,-88.8965,0,2020-01-24 00:00:00,0
1.5,10.0,0,2020-01-24 00:00:00,0
15.1794,39.7823,0,2020-01-24 00:00:00,0
58.5953,25.0136,0,2020-01-24 00:00:00,0
-26.5225,31.4659,0,2020-01-24 00:00:00,0
9.145,40.4897,0,2020-01-24 00:00:00,0
-17.7134,178.065,0,2020-01-24 00:00:00,0
64.0,26.0,0,2020-01-24 00:00:00,0
3.9339,-53.1258,0,2020-01-24 00:00:00,0
-17.6797,149.4068,0,2020-01-24 00:00:00,0
16.25,-61.5833,0,2020-01-24 00:00:00,0
-12.8275,45.1662,0,2020-01-24 00:00:00,0
-20.9043,165.618,0,2020-01-24 00:00:00,0
-21.1351,55.2471,0,2020-01-24 00:00:00,0
17.9,-62.8333,0,2020-01-24 00:00:00,0
18.0708,-63.0501,0,2020-01-24 00:00:00,0
14.6415,-61.0242,0,2020-01-24 00:00:00,0
46.2276,2.2137,0,2020-01-24 00:00:00,2
-0.8037,11.6094,0,2020-01-24 00:00:00,0
13.4432,-15.3101,0,2020-01-24 00:00:00,0
42.3154,43.3569,0,2020-01-24 00:00:00,0
51.0,9.0,0,2020-01-24 00:00:00,0
7.9465,-1.0232,0,2020-01-24 00:00:00,0
39.0742,21.8243,0,2020-01-24 00:00:00,0
15.7835,-90.2308,0,2020-01-24 00:00:00,0
9.9456,-9.6966,0,2020-01-24 00:00:00,0
5.0,-58.75,0,2020-01-24 00:00:00,0
18.9712,-72.2852,0,2020-01-24 00:00:00,0
41.9029,12.4534,0,2020-01-24 00:00:00,0
15.2,-86.2419,0,2020-01-24 00:00:00,0
47.1625,19.5033,0,2020-01-24 00:00:00,0
64.9631,-19.0208,0,2020-01-24 00:00:00,0
21.0,78.0,0,2020-01-24 00:00:00,0
-0.7893,113.9213,0,2020-01-24 00:00:00,0
32.0,53.0,0,2020-01-24 00:00:00,0
33.0,44.0,0,2020-01-24 00:00:00,0
53.1424,-7.6921,0,2020-01-24 00:00:00,0
31.0,35.0,0,2020-01-24 00:00:00,0
43.0,12.0,0,2020-01-24 00:00:00,0
18.1096,-77.2975,0,2020-01-24 00:00:00,0
36.0,138.0,2,2020-01-24 00:00:00,2
31.24,36.51,0,2020-01-24 00:00:00,0
48.0196,66.9237,0,2020-01-24 00:00:00,0
-0.0236,37.9062,0,2020-01-24 00:00:00,0
36.0,128.0,1,2020-01-24 00:00:00,2
29.5,47.75,0,2020-01-24 00:00:00,0
41.2044,74.7661,0,2020-01-24 00:00:00,0
56.8796,24.6032,0,2020-01-24 00:00:00,0
33.8547,35.8623,0,2020-01-24 00:00:00,0
6.4281,-9.4295,0,2020-01-24 00:00:00,0
47.14,9.55,0,2020-01-24 00:00:00,0
55.1694,23.8813,0,2020-01-24 00:00:00,0
49.8153,6.1296,0,2020-01-24 00:00:00,0
-18.7669,46.8691,0,2020-01-24 00:00:00,0
2.5,112.5,0,2020-01-24 00:00:00,0
3.2028,73.2207,0,2020-01-24 00:00:00,0
35.9375,14.3754,0,2020-01-24 00:00:00,0
21.0079,10.9408,0,2020-01-24 00:00:00,0
-20.2,57.5,0,2020-01-24 00:00:00,0
23.6345,-102.5528,0,2020-01-24 00:00:00,0
47.4116,28.3699,0,2020-01-24 00:00:00,0
43.7333,7.4167,0,2020-01-24 00:00:00,0
46.8625,103.8467,0,2020-01-24 00:00:00,0
42.5,19.3,0,2020-01-24 00:00:00,0
31.7917,-7.0926,0,2020-01-24 00:00:00,0
-22.9576,18.4904,0,2020-01-24 00:00:00,0
28.1667,84.25,0,2020-01-24 00:00:00,0
12.5186,-70.0358,0,2020-01-24 00:00:00,0
12.1696,-68.99,0,2020-01-24 00:00:00,0
18.0425,-63.0548,0,2020-01-24 00:00:00,0
52.1326,5.2913,0,2020-01-24 00:00:00,0
-40.9006,174.886,0,2020-01-24 00:00:00,0
12.8654,-85.2072,0,2020-01-24 00:00:00,0
17.6078,8.0817,0,2020-01-24 00:00:00,0
9.082,8.6753,0,2020-01-24 00:00:00,0
41.6086,21.7453,0,2020-01-24 00:00:00,0
60.472,8.4689,0,2020-01-24 00:00:00,0
21.0,57.0,0,2020-01-24 00:00:00,0
30.3753,69.3451,0,2020-01-24 00:00:00,0
8.538,-80.7821,0,2020-01-24 00:00:00,0
-6.315,143.9555,0,2020-01-24 00:00:00,0
-23.4425,-58.4438,0,2020-01-24 00:00:00,0
-9.19,-75.0152,0,2020-01-24 00:00:00,0
13.0,122.0,0,2020-01-24 00:00:00,0
51.9194,19.1451,0,2020-01-24 00:00:00,0
39.3999,-8.2245,0,2020-01-24 00:00:00,0
25.3548,51.1839,0,2020-01-24 00:00:00,0
45.9432,24.9668,0,2020-01-24 00:00:00,0
60.0,90.0,0,2020-01-24 00:00:00,0
-1.9403,29.8739,0,2020-01-24 00:00:00,0
13.9094,-60.9789,0,2020-01-24 00:00:00,0
12.9843,-61.2872,0,2020-01-24 00:00:00,0
43.9424,12.4578,0,2020-01-24 00:00:00,0
24.0,45.0,0,2020-01-24 00:00:00,0
14.4974,-14.4524,0,2020-01-24 00:00:00,0
44.0165,21.0059,0,2020-01-24 00:00:00,0
-4.6796,55.492,0,2020-01-24 00:00:00,0
1.2833,103.8333,0,2020-01-24 00:00:00,3
48.669,19.699,0,2020-01-24 00:00:00,0
46.1512,14.9955,0,2020-01-24 00:00:00,0
5.1521,46.1996,0,2020-01-24 00:00:00,0
-30.5595,22.9375,0,2020-01-24 00:00:00,0
40.0,-4.0,0,2020-01-24 00:00:00,0
7.0,81.0,0,2020-01-24 00:00:00,0
12.8628,30.2176,0,2020-01-24 00:00:00,0
3.9193,-56.0278,0,2020-01-24 00:00:00,0
63.0,16.0,0,2020-01-24 00:00:00,0
46.8182,8.2275,0,2020-01-24 00:00:00,0
23.7,121.0,1,2020-01-24 00:00:00,3
-6.369,34.8888,0,2020-01-24 00:00:00,0
15.0,101.0,2,2020-01-24 00:00:00,5
8.6195,0.8248,0,2020-01-24 00:00:00,0
10.6918,-61.2225,0,2020-01-24 00:00:00,0
34.0,9.0,0,2020-01-24 00:00:00,0
38.9637,35.2433,0,2020-01-24 00:00:00,0
1.0,32.0,0,2020-01-24 00:00:00,0
48.3794,31.1656,0,2020-01-24 00:00:00,0
24.0,54.0,0,2020-01-24 00:00:00,0
32.3078,-64.7505,0,2020-01-24 00:00:00,0
19.3133,-81.2546,0,2020-01-24 00:00:00,0
49.3723,-2.3644,0,2020-01-24 00:00:00,0
36.1408,-5.3536,0,2020-01-24 00:00:00,0
54.2361,-4.5481,0,2020-01-24 00:00:00,0
16.7425,-62.1874,0,2020-01-24 00:00:00,0
55.3781,-3.4360000000000004,0,2020-01-24 00:00:00,0
-32.5228,-55.7658,0,2020-01-24 00:00:00,0
37.0902,-95.7129,1,2020-01-24 00:00:00,2
41.3775,64.5853,0,2020-01-24 00:00:00,0
6.4238,-66.5897,0,2020-01-24 00:00:00,0
16.0,108.0,0,2020-01-24 00:00:00,2
-15.4167,28.2833,0,2020-01-24 00:00:00,0
-20.0,30.0,0,2020-01-24 00:00:00,0
15.415,-61.371,0,2020-01-24 00:00:00,0
12.1165,-61.679,0,2020-01-24 00:00:00,0
-18.665695,35.529562,0,2020-01-24 00:00:00,0
34.802075,38.99681500000001,0,2020-01-24 00:00:00,0
-8.874217,125.727539,0,2020-01-24 00:00:00,0
13.1939,-59.5432,0,2020-01-24 00:00:00,0
0.0,0.0,0,2020-01-24 00:00:00,0
19.85627,102.495496,0,2020-01-24 00:00:00,0
26.3351,17.228331,0,2020-01-24 00:00:00,0
31.9522,35.2332,0,2020-01-24 00:00:00,0
11.8037,-15.1804,0,2020-01-24 00:00:00,0
17.570692,-3.996166000000001,0,2020-01-24 00:00:00,0
17.357822,-62.782998,0,2020-01-24 00:00:00,0
64.8255,-124.8457,0,2020-01-24 00:00:00,0
64.2823,-135.0,0,2020-01-24 00:00:00,0
42.602636,20.902977,0,2020-01-24 00:00:00,0
33.0,65.0,0,2020-01-25 00:00:00,0
41.1533,20.1683,0,2020-01-25 00:00:00,0
28.0339,1.6596,0,2020-01-25 00:00:00,0
42.5063,1.5218,0,2020-01-25 00:00:00,0
-11.2027,17.8739,0,2020-01-25 00:00:00,0
17.0608,-61.7964,0,2020-01-25 00:00:00,0
-38.4161,-63.6167,0,2020-01-25 00:00:00,0
40.0691,45.0382,0,2020-01-25 00:00:00,0
-35.4735,149.0124,0,2020-01-25 00:00:00,0
-33.8688,151.2093,0,2020-01-25 00:00:00,0
-12.4634,130.8456,0,2020-01-25 00:00:00,0
-28.0167,153.4,0,2020-01-25 00:00:00,0
-34.9285,138.6007,0,2020-01-25 00:00:00,0
-41.4545,145.9707,0,2020-01-25 00:00:00,0
-37.8136,144.9631,0,2020-01-25 00:00:00,0
-31.9505,115.8605,0,2020-01-25 00:00:00,0
47.5162,14.5501,0,2020-01-25 00:00:00,0
40.1431,47.5769,0,2020-01-25 00:00:00,0
25.0343,-77.3963,0,2020-01-25 00:00:00,0
26.0275,50.55,0,2020-01-25 00:00:00,0
23.685,90.3563,0,2020-01-25 00:00:00,0
13.1939,-59.5432,0,2020-01-25 00:00:00,0
53.7098,27.9534,0,2020-01-25 00:00:00,0
50.8333,4.0,0,2020-01-25 00:00:00,0
9.3077,2.3158,0,2020-01-25 00:00:00,0
27.5142,90.4336,0,2020-01-25 00:00:00,0
-16.2902,-63.5887,0,2020-01-25 00:00:00,0
43.9159,17.6791,0,2020-01-25 00:00:00,0
-14.235,-51.9253,0,2020-01-25 00:00:00,0
4.5353,114.7277,0,2020-01-25 00:00:00,0
42.7339,25.4858,0,2020-01-25 00:00:00,0
12.2383,-1.5616,0,2020-01-25 00:00:00,0
16.5388,-23.0418,0,2020-01-25 00:00:00,0
11.55,104.9167,0,2020-01-25 00:00:00,0
3.848,11.5021,0,2020-01-25 00:00:00,0
53.9333,-116.5765,0,2020-01-25 00:00:00,0
49.2827,-123.1207,0,2020-01-25 00:00:00,0
53.7609,-98.8139,0,2020-01-25 00:00:00,0
46.5653,-66.4619,0,2020-01-25 00:00:00,0
53.1355,-57.6604,0,2020-01-25 00:00:00,0
44.682,-63.7443,0,2020-01-25 00:00:00,0
51.2538,-85.3232,0,2020-01-25 00:00:00,0
46.5107,-63.4168,0,2020-01-25 00:00:00,0
52.9399,-73.5491,0,2020-01-25 00:00:00,0
52.9399,-106.4509,0,2020-01-25 00:00:00,0
6.6111,20.9394,0,2020-01-25 00:00:00,0
15.4542,18.7322,0,2020-01-25 00:00:00,0
-35.6751,-71.543,0,2020-01-25 00:00:00,0
31.8257,117.2264,1,2020-01-25 00:00:00,39
40.1824,116.4142,14,2020-01-25 00:00:00,41
30.0572,107.874,6,2020-01-25 00:00:00,57
26.0789,117.9874,1,2020-01-25 00:00:00,18
37.8099,101.0583,0,2020-01-25 00:00:00,4
23.3417,113.4244,26,2020-01-25 00:00:00,78
23.8298,108.7881,2,2020-01-25 00:00:00,23
26.8154,106.8748,1,2020-01-25 00:00:00,4
19.1959,109.7453,4,2020-01-25 00:00:00,19
39.549,116.1306,1,2020-01-25 00:00:00,8
47.862,127.7615,0,2020-01-25 00:00:00,9
33.882,113.614,5,2020-01-25 00:00:00,32
22.3,114.2,0,2020-01-25 00:00:00,5
30.9756,112.2707,444,2020-01-25 00:00:00,761
27.6104,111.7088,4,2020-01-25 00:00:00,43
44.0935,113.9448,0,2020-01-25 00:00:00,7
32.9711,119.455,1,2020-01-25 00:00:00,18
27.614,115.7221,2,2020-01-25 00:00:00,18
43.6661,126.1923,0,2020-01-25 00:00:00,4
41.2956,122.6085,2,2020-01-25 00:00:00,17
22.1667,113.55,1,2020-01-25 00:00:00,2
37.2692,106.1655,1,2020-01-25 00:00:00,3
35.7452,95.9956,0,2020-01-25 00:00:00,1
35.1917,108.8701,0,2020-01-25 00:00:00,15
36.3427,118.1498,2,2020-01-25 00:00:00,27
31.202,121.4491,9,2020-01-25 00:00:00,33
37.5777,112.2922,1,2020-01-25 00:00:00,6
30.6171,102.7103,5,2020-01-25 00:00:00,28
39.3054,117.323,4,2020-01-25 00:00:00,10
31.6927,88.0924,0,2020-01-25 00:00:00,0
41.1129,85.2401,0,2020-01-25 00:00:00,3
24.974,101.487,1,2020-01-25 00:00:00,11
29.1832,120.0934,10,2020-01-25 00:00:00,62
4.5709,-74.2973,0,2020-01-25 00:00:00,0
-4.0383,21.7587,0,2020-01-25 00:00:00,0
-4.0383,21.7587,0,2020-01-25 00:00:00,0
9.7489,-83.7534,0,2020-01-25 00:00:00,0
7.54,-5.5471,0,2020-01-25 00:00:00,0
45.1,15.2,0,2020-01-25 00:00:00,0
0.0,0.0,0,2020-01-25 00:00:00,0
22.0,-80.0,0,2020-01-25 00:00:00,0
35.1264,33.4299,0,2020-01-25 00:00:00,0
49.8175,15.473,0,2020-01-25 00:00:00,0
61.8926,-6.9118,0,2020-01-25 00:00:00,0
71.7069,-42.6043,0,2020-01-25 00:00:00,0
56.2639,9.5018,0,2020-01-25 00:00:00,0
11.8251,42.5903,0,2020-01-25 00:00:00,0
18.7357,-70.1627,0,2020-01-25 00:00:00,0
-1.8312,-78.1834,0,2020-01-25 00:00:00,0
26.0,30.0,0,2020-01-25 00:00:00,0
13.7942,-88.8965,0,2020-01-25 00:00:00,0
1.5,10.0,0,2020-01-25 00:00:00,0
15.1794,39.7823,0,2020-01-25 00:00:00,0
58.5953,25.0136,0,2020-01-25 00:00:00,0
-26.5225,31.4659,0,2020-01-25 00:00:00,0
9.145,40.4897,0,2020-01-25 00:00:00,0
-17.7134,178.065,0,2020-01-25 00:00:00,0
64.0,26.0,0,2020-01-25 00:00:00,0
3.9339,-53.1258,0,2020-01-25 00:00:00,0
-17.6797,149.4068,0,2020-01-25 00:00:00,0
16.25,-61.5833,0,2020-01-25 00:00:00,0
-12.8275,45.1662,0,2020-01-25 00:00:00,0
-20.9043,165.618,0,2020-01-25 00:00:00,0
-21.1351,55.2471,0,2020-01-25 00:00:00,0
17.9,-62.8333,0,2020-01-25 00:00:00,0
18.0708,-63.0501,0,2020-01-25 00:00:00,0
14.6415,-61.0242,0,2020-01-25 00:00:00,0
46.2276,2.2137,0,2020-01-25 00:00:00,3
-0.8037,11.6094,0,2020-01-25 00:00:00,0
13.4432,-15.3101,0,2020-01-25 00:00:00,0
42.3154,43.3569,0,2020-01-25 00:00:00,0
51.0,9.0,0,2020-01-25 00:00:00,0
7.9465,-1.0232,0,2020-01-25 00:00:00,0
39.0742,21.8243,0,2020-01-25 00:00:00,0
15.7835,-90.2308,0,2020-01-25 00:00:00,0
9.9456,-9.6966,0,2020-01-25 00:00:00,0
5.0,-58.75,0,2020-01-25 00:00:00,0
18.9712,-72.2852,0,2020-01-25 00:00:00,0
41.9029,12.4534,0,2020-01-25 00:00:00,0
15.2,-86.2419,0,2020-01-25 00:00:00,0
47.1625,19.5033,0,2020-01-25 00:00:00,0
64.9631,-19.0208,0,2020-01-25 00:00:00,0
21.0,78.0,0,2020-01-25 00:00:00,0
-0.7893,113.9213,0,2020-01-25 00:00:00,0
32.0,53.0,0,2020-01-25 00:00:00,0
33.0,44.0,0,2020-01-25 00:00:00,0
53.1424,-7.6921,0,2020-01-25 00:00:00,0
31.0,35.0,0,2020-01-25 00:00:00,0
43.0,12.0,0,2020-01-25 00:00:00,0
18.1096,-77.2975,0,2020-01-25 00:00:00,0
36.0,138.0,2,2020-01-25 00:00:00,2
31.24,36.51,0,2020-01-25 00:00:00,0
48.0196,66.9237,0,2020-01-25 00:00:00,0
-0.0236,37.9062,0,2020-01-25 00:00:00,0
36.0,128.0,1,2020-01-25 00:00:00,2
29.5,47.75,0,2020-01-25 00:00:00,0
41.2044,74.7661,0,2020-01-25 00:00:00,0
56.8796,24.6032,0,2020-01-25 00:00:00,0
33.8547,35.8623,0,2020-01-25 00:00:00,0
6.4281,-9.4295,0,2020-01-25 00:00:00,0
47.14,9.55,0,2020-01-25 00:00:00,0
55.1694,23.8813,0,2020-01-25 00:00:00,0
49.8153,6.1296,0,2020-01-25 00:00:00,0
-18.7669,46.8691,0,2020-01-25 00:00:00,0
2.5,112.5,0,2020-01-25 00:00:00,3
3.2028,73.2207,0,2020-01-25 00:00:00,0
35.9375,14.3754,0,2020-01-25 00:00:00,0
21.0079,10.9408,0,2020-01-25 00:00:00,0
-20.2,57.5,0,2020-01-25 00:00:00,0
23.6345,-102.5528,0,2020-01-25 00:00:00,0
47.4116,28.3699,0,2020-01-25 00:00:00,0
43.7333,7.4167,0,2020-01-25 00:00:00,0
46.8625,103.8467,0,2020-01-25 00:00:00,0
42.5,19.3,0,2020-01-25 00:00:00,0
31.7917,-7.0926,0,2020-01-25 00:00:00,0
-22.9576,18.4904,0,2020-01-25 00:00:00,0
28.1667,84.25,0,2020-01-25 00:00:00,1
12.5186,-70.0358,0,2020-01-25 00:00:00,0
12.1696,-68.99,0,2020-01-25 00:00:00,0
18.0425,-63.0548,0,2020-01-25 00:00:00,0
52.1326,5.2913,0,2020-01-25 00:00:00,0
-40.9006,174.886,0,2020-01-25 00:00:00,0
12.8654,-85.2072,0,2020-01-25 00:00:00,0
17.6078,8.0817,0,2020-01-25 00:00:00,0
9.082,8.6753,0,2020-01-25 00:00:00,0
41.6086,21.7453,0,2020-01-25 00:00:00,0
60.472,8.4689,0,2020-01-25 00:00:00,0
21.0,57.0,0,2020-01-25 00:00:00,0
30.3753,69.3451,0,2020-01-25 00:00:00,0
8.538,-80.7821,0,2020-01-25 00:00:00,0
-6.315,143.9555,0,2020-01-25 00:00:00,0
-23.4425,-58.4438,0,2020-01-25 00:00:00,0
-9.19,-75.0152,0,2020-01-25 00:00:00,0
13.0,122.0,0,2020-01-25 00:00:00,0
51.9194,19.1451,0,2020-01-25 00:00:00,0
39.3999,-8.2245,0,2020-01-25 00:00:00,0
25.3548,51.1839,0,2020-01-25 00:00:00,0
45.9432,24.9668,0,2020-01-25 00:00:00,0
60.0,90.0,0,2020-01-25 00:00:00,0
-1.9403,29.8739,0,2020-01-25 00:00:00,0
13.9094,-60.9789,0,2020-01-25 00:00:00,0
12.9843,-61.2872,0,2020-01-25 00:00:00,0
43.9424,12.4578,0,2020-01-25 00:00:00,0
24.0,45.0,0,2020-01-25 00:00:00,0
14.4974,-14.4524,0,2020-01-25 00:00:00,0
44.0165,21.0059,0,2020-01-25 00:00:00,0
-4.6796,55.492,0,2020-01-25 00:00:00,0
1.2833,103.8333,0,2020-01-25 00:00:00,3
48.669,19.699,0,2020-01-25 00:00:00,0
46.1512,14.9955,0,2020-01-25 00:00:00,0
5.1521,46.1996,0,2020-01-25 00:00:00,0
-30.5595,22.9375,0,2020-01-25 00:00:00,0
40.0,-4.0,0,2020-01-25 00:00:00,0
7.0,81.0,0,2020-01-25 00:00:00,0
12.8628,30.2176,0,2020-01-25 00:00:00,0
3.9193,-56.0278,0,2020-01-25 00:00:00,0
63.0,16.0,0,2020-01-25 00:00:00,0
46.8182,8.2275,0,2020-01-25 00:00:00,0
23.7,121.0,1,2020-01-25 00:00:00,3
-6.369,34.8888,0,2020-01-25 00:00:00,0
15.0,101.0,2,2020-01-25 00:00:00,7
8.6195,0.8248,0,2020-01-25 00:00:00,0
10.6918,-61.2225,0,2020-01-25 00:00:00,0
34.0,9.0,0,2020-01-25 00:00:00,0
38.9637,35.2433,0,2020-01-25 00:00:00,0
1.0,32.0,0,2020-01-25 00:00:00,0
48.3794,31.1656,0,2020-01-25 00:00:00,0
24.0,54.0,0,2020-01-25 00:00:00,0
32.3078,-64.7505,0,2020-01-25 00:00:00,0
19.3133,-81.2546,0,2020-01-25 00:00:00,0
49.3723,-2.3644,0,2020-01-25 00:00:00,0
36.1408,-5.3536,0,2020-01-25 00:00:00,0
54.2361,-4.5481,0,2020-01-25 00:00:00,0
16.7425,-62.1874,0,2020-01-25 00:00:00,0
55.3781,-3.4360000000000004,0,2020-01-25 00:00:00,0
-32.5228,-55.7658,0,2020-01-25 00:00:00,0
37.0902,-95.7129,1,2020-01-25 00:00:00,2
41.3775,64.5853,0,2020-01-25 00:00:00,0
6.4238,-66.5897,0,2020-01-25 00:00:00,0
16.0,108.0,0,2020-01-25 00:00:00,2
-15.4167,28.2833,0,2020-01-25 00:00:00,0
-20.0,30.0,0,2020-01-25 00:00:00,0
15.415,-61.371,0,2020-01-25 00:00:00,0
12.1165,-61.679,0,2020-01-25 00:00:00,0
-18.665695,35.529562,0,2020-01-25 00:00:00,0
34.802075,38.99681500000001,0,2020-01-25 00:00:00,0
-8.874217,125.727539,0,2020-01-25 00:00:00,0
13.1939,-59.5432,0,2020-01-25 00:00:00,0
0.0,0.0,0,2020-01-25 00:00:00,0
19.85627,102.495496,0,2020-01-25 00:00:00,0
26.3351,17.228331,0,2020-01-25 00:00:00,0
31.9522,35.2332,0,2020-01-25 00:00:00,0
11.8037,-15.1804,0,2020-01-25 00:00:00,0
17.570692,-3.996166000000001,0,2020-01-25 00:00:00,0
17.357822,-62.782998,0,2020-01-25 00:00:00,0
64.8255,-124.8457,0,2020-01-25 00:00:00,0
64.2823,-135.0,0,2020-01-25 00:00:00,0
42.602636,20.902977,0,2020-01-25 00:00:00,0
33.0,65.0,0,2020-01-26 00:00:00,0
41.1533,20.1683,0,2020-01-26 00:00:00,0
28.0339,1.6596,0,2020-01-26 00:00:00,0
42.5063,1.5218,0,2020-01-26 00:00:00,0
-11.2027,17.8739,0,2020-01-26 00:00:00,0
17.0608,-61.7964,0,2020-01-26 00:00:00,0
-38.4161,-63.6167,0,2020-01-26 00:00:00,0
40.0691,45.0382,0,2020-01-26 00:00:00,0
-35.4735,149.0124,0,2020-01-26 00:00:00,0
-33.8688,151.2093,0,2020-01-26 00:00:00,3
-12.4634,130.8456,0,2020-01-26 00:00:00,0
-28.0167,153.4,0,2020-01-26 00:00:00,0
-34.9285,138.6007,0,2020-01-26 00:00:00,0
-41.4545,145.9707,0,2020-01-26 00:00:00,0
-37.8136,144.9631,0,2020-01-26 00:00:00,1
-31.9505,115.8605,0,2020-01-26 00:00:00,0
47.5162,14.5501,0,2020-01-26 00:00:00,0
40.1431,47.5769,0,2020-01-26 00:00:00,0
25.0343,-77.3963,0,2020-01-26 00:00:00,0
26.0275,50.55,0,2020-01-26 00:00:00,0
23.685,90.3563,0,2020-01-26 00:00:00,0
13.1939,-59.5432,0,2020-01-26 00:00:00,0
53.7098,27.9534,0,2020-01-26 00:00:00,0
50.8333,4.0,0,2020-01-26 00:00:00,0
9.3077,2.3158,0,2020-01-26 00:00:00,0
27.5142,90.4336,0,2020-01-26 00:00:00,0
